
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
45,Friday Sep 11,boxscore,CLE,@,MIN,L,1,3,,26-19,3,2.5,Maeda,Bieber,Rogers,2:43,N,,.87,----,
46,Saturday Sep 12,boxscore,CLE,@,MIN,L,4,8,,26-20,3,3.5,Hill,Plesac,,2:56,N,,.87,-----,
47,Sunday Sep 13,boxscore,CLE,@,MIN,L,5,7,,26-21,3,4.5,Thielbar,McKenzie,Romo,3:43,D,,.79,------,
48,Tuesday Sep 15,boxscore,CLE,@,CHC,L-wo,5,6,,26-22,3,6.0,Jeffress,Perez,,3:17,N,,.62,-------,
49,Wednesday Sep 16,boxscore,CLE,@,CHC,L-wo,2,3,10,26-23,3,6.0,Adam,Maton,,3:13,N,,.68,--------,
50,Thursday Sep 17,boxscore,CLE,@,DET,W,10,3,,27-23,3,6.0,Bieber,Mize,,3:04,N,,.83,+,
51,Friday Sep 18,boxscore,CLE,@,DET,W,1,0,,28-23,3,5.0,Plesac,Alexander,Hand,3:33,N,,.43,++,
52,Saturday Sep 19,boxscore,CLE,@,DET,L,2,5,,28-24,3,6.0,Cisnero,Maton,Garcia,3:00,N,,.30,-,
53,Sunday Sep 20,boxscore,CLE,@,DET,W,7,4,,29-24,3,5.0,Carrasco,Boyd,,2:59,D,,.23,+,
54,Monday Sep 21,boxscore,CLE,,CHW,W,7,4,,30-24,3,4.0,Civale,Fry,Hand,3:14,N,,.19,++,
55,Tuesday Sep 22,boxscore,CLE,,CHW,W-wo,5,3,10,31-24,3,3.0,Maton,Foster,,3:21,N,,.29,+++,
56,Wednesday Sep 23,boxscore,CLE,,CHW,W-wo,3,2,,32-24,3,2.5,Hand,Gonzalez,,3:14,N,,.35,++++,
57,Thursday Sep 24,boxscore,CLE,,CHW,W,5,4,,33-24,3,2.0,Hill,Rodon,Hand,2:48,N,,.54,+++++,
58,Friday Sep 25,boxscore,CLE,,PIT,W-wo,4,3,,34-24,2,1.0,Plutko,Stratton,,3:18,N,,.72,++++++,
59,Saturday Sep 26,boxscore,CLE,,PIT,L,0,8,,34-25,3,2.0,Musgrove,Civale,,2:56,N,,1.16,-,
60,Sunday Sep 27,boxscore,CLE,,PIT,W,8,6,,35-25,2,1.0,Karinchak,Turley,Hand,3:00,D,,.60,+,
